,MAQCA,MAQCB
ENSG00000063241,21.64,22.44
ENSG00000063244,21.22,22.32
ENSG00000063245,19.66,19.49
ENSG00000063322,22.29,21.68
ENSG00000063438,23.1,28.12
ENSG00000063515,30.57,31.77
ENSG00000063587,23.4,23.21
ENSG00000063601,21.62,21.85
ENSG00000063660,21.98,21.07
ENSG00000063761,23.49,23.47
ENSG00000063854,21.15,20.33
ENSG00000063978,20.17,21.14
ENSG00000064012,21.48,26.39
ENSG00000064042,21.02,19.61
ENSG00000064102,19.65,21.92
ENSG00000064115,20.55,22.13
ENSG00000064195,25.04,29.81
ENSG00000064199,22.13,23.51
ENSG00000064201,27.32,29.98
ENSG00000064205,21.08,26.13
ENSG00000064218,30.73,27.94
ENSG00000064225,30.04,26.01
ENSG00000064270,26.24,25.9
ENSG00000064300,25.28,23.38
ENSG00000064309,22.23,21.76
ENSG00000064313,20.66,21.47
ENSG00000064393,20.82,19.3
ENSG00000064419,20.14,21.5
ENSG00000064490,21.37,23.07
ENSG00000064545,21.39,23.23
ENSG00000064547,22.6,25.66
ENSG00000064601,19.09,20.57
ENSG00000064607,19.81,19.6
ENSG00000064651,21.09,19.91
ENSG00000064652,23.03,23.21
ENSG00000064655,25.48,25.08
ENSG00000064666,19.23,24.2
ENSG00000064687,22.54,23.67
ENSG00000064692,22.16,23.09
ENSG00000064703,21.78,23.18
ENSG00000064726,21.2,20.87
ENSG00000064763,22.42,21.78
ENSG00000064787,24.11,19.65
ENSG00000064835,36.08,37.58
ENSG00000064886,22.07,22.89
ENSG00000064932,20.47,22.53
ENSG00000064933,21.06,21.53
ENSG00000064961,19.38,22.81
ENSG00000064989,24.76,22.56
ENSG00000064995,20.97,22.1
ENSG00000064999,21.47,22.29
ENSG00000065000,21.16,21.76
ENSG00000065029,21.15,21.79
ENSG00000065054,21.18,20.25
ENSG00000065057,21.63,22.65
ENSG00000065060,22.07,23.63
ENSG00000065135,19.49,21.56
ENSG00000065150,18.41,19.89
ENSG00000065154,19.22,18.82
ENSG00000065183,20.25,22.67
ENSG00000065243,20.18,22.13
ENSG00000065268,20.91,22.5
ENSG00000065308,21.13,25.16
ENSG00000065320,26.09,24.81
ENSG00000065325,24.1,25.84
ENSG00000065328,21.88,30.01
ENSG00000065357,22.36,23.2
ENSG00000065361,20.52,21.38
ENSG00000065371,28.32,31.63
ENSG00000065413,22.89,22.77
ENSG00000065427,18.72,21.15
ENSG00000065457,21.88,23
ENSG00000065485,21.4,25.05
ENSG00000065491,22.23,22.62
ENSG00000065518,27.43,26.31
ENSG00000065526,20.08,20.28
ENSG00000065534,22.81,21.92
ENSG00000065548,20.05,20.37
ENSG00000065559,22.52,20.29
ENSG00000065600,22.82,22.56
ENSG00000065609,28.06,17.81
ENSG00000065613,20.9,20.88
ENSG00000065615,23.7,24.07
ENSG00000065618,28.01,31.51
ENSG00000065621,24.23,23.57
ENSG00000065665,23.1,21.51
ENSG00000065675,24.51,24.42
ENSG00000065717,30.38,27.73
ENSG00000065802,21.81,22.08
ENSG00000065809,21.58,20.74
ENSG00000065833,22.28,22.36
ENSG00000065882,21.84,22.63
ENSG00000065883,20.4,20.48
ENSG00000065911,19.2,23.13
ENSG00000065923,22.55,21.71
ENSG00000065970,22.1,22.18
ENSG00000065978,16.12,19.52
ENSG00000065989,22.93,21.52
ENSG00000066027,22.75,22.62
ENSG00000066032,25.92,0
ENSG00000066044,19.2,20.84
ENSG00000066056,25.17,23.75
ENSG00000066084,20.59,19.63
ENSG00000066117,19.78,21.66
ENSG00000066135,21.14,21.8
ENSG00000066136,24.24,23.8
ENSG00000066185,26.86,24.7
ENSG00000066230,30.46,25.32
ENSG00000066248,22.56,19.43
ENSG00000066279,21.01,30.05
ENSG00000066294,24.59,25.72
ENSG00000066322,19.75,20.48
ENSG00000066336,23.68,23.65
ENSG00000066382,24.48,22.74
ENSG00000066405,0,35.06
ENSG00000066422,21.27,21.12
ENSG00000066427,21.18,21.29
ENSG00000066455,21.71,22.42
ENSG00000066468,23.55,20.6
ENSG00000066557,22.9,22.48
ENSG00000066583,20.81,22.67
ENSG00000066629,0,23.01
ENSG00000066651,21.36,21.51
ENSG00000066654,22.86,23.24
ENSG00000066735,24.65,27.23
ENSG00000066739,21.97,20.99
ENSG00000066777,21.42,21.75
ENSG00000066813,27.22,0
ENSG00000066827,23.44,23.39
ENSG00000066855,21.24,23.39
ENSG00000066923,22.63,24.23
ENSG00000066926,22.04,22.56
ENSG00000066933,21.48,20.85
ENSG00000067048,0,0
ENSG00000067057,23.02,23.4
ENSG00000067064,19.87,19.51
ENSG00000067066,22.89,25.64
ENSG00000067082,20.51,22.61
ENSG00000067113,21.09,21.2
ENSG00000067141,22.21,21.05
ENSG00000067167,19,20.8
ENSG00000067177,22.3,23.89
ENSG00000067182,23.25,26.66
ENSG00000067191,0,22.11
ENSG00000067208,22.1,21.12
ENSG00000067221,24.15,22.4
ENSG00000067225,20.07,17.98
ENSG00000067248,21.47,22.41
ENSG00000067334,20.93,21.63
ENSG00000067365,22.36,24.05
ENSG00000067369,21.04,20.98
ENSG00000067445,22.65,21.21
ENSG00000067533,20.88,22.32
ENSG00000067560,17.16,18.34
ENSG00000067596,22.05,22.72
ENSG00000067606,27.72,23.08
ENSG00000067646,24.89,23.25
ENSG00000067704,19.66,21.52
ENSG00000067715,25.23,18.24
ENSG00000067798,26.43,27.17
ENSG00000067829,20.26,20.16
ENSG00000067836,23.2,20.38
ENSG00000067840,22.41,18.7
ENSG00000067842,30.32,21.16
ENSG00000067955,19.45,21.66
ENSG00000067992,36.82,21.86
ENSG00000068001,21.51,23.35
ENSG00000068024,22.08,22.12
ENSG00000068028,21.01,22.56
ENSG00000068078,22.27,21.08
ENSG00000068079,21.83,24.02
ENSG00000068097,22.21,23.22
ENSG00000068120,20.72,22.27
ENSG00000068137,23.62,25.17
ENSG00000068305,20.7,20.87
ENSG00000068308,20.44,20.68
ENSG00000068323,20.79,20.49
ENSG00000068354,22.66,22.37
ENSG00000068366,19.54,20.69
ENSG00000068383,22.54,20.43
ENSG00000068394,21.27,21.78
ENSG00000068400,20.98,20.03
ENSG00000068438,20.52,22.85
ENSG00000068489,19.85,25.62
ENSG00000068615,25.25,21.43
ENSG00000068650,21.13,22.06
ENSG00000068654,20.92,22.18
ENSG00000068697,17.6,18.92
ENSG00000068724,22.3,24.08
ENSG00000068745,21.06,20.85
ENSG00000068781,31.35,27.29
ENSG00000068784,21.9,23.87
ENSG00000068793,21.52,22.39
ENSG00000068796,19.87,20.21
ENSG00000068831,28.58,27.52
ENSG00000068878,21.02,22.92
ENSG00000068885,22.25,22.16
ENSG00000068903,21.78,19.6
ENSG00000068912,20.93,21.11
ENSG00000068971,22.03,19.81
ENSG00000068976,26.36,22.47
ENSG00000068985,26.87,0
ENSG00000069011,21.74,28.97
ENSG00000069018,33.88,29.83
ENSG00000069020,23.43,22.54
ENSG00000069122,27.71,23.13
ENSG00000069188,23.26,24.48
ENSG00000069206,0,0
ENSG00000069248,20.38,21.39
ENSG00000069275,17.9,18.45
ENSG00000069345,19.01,19.19
ENSG00000069399,21.93,24.64
ENSG00000069424,23.9,21.4
ENSG00000069431,26.04,23.07
ENSG00000069482,19.7,25.9
ENSG00000069493,22.96,25.36
ENSG00000069509,22.04,22.05
ENSG00000069535,23.72,20.67
ENSG00000069667,22.41,20.45
ENSG00000069696,25.17,25.75
ENSG00000069702,21.79,23.21
ENSG00000069712,28.41,23.09
ENSG00000069764,25.04,25.32
ENSG00000069812,27.29,33.76
ENSG00000069849,18.83,20.25
ENSG00000069869,22.03,25.41
ENSG00000069943,22.76,24.41
ENSG00000069956,20.66,21.2
ENSG00000069966,22.26,20.66
ENSG00000069974,21.35,25.17
ENSG00000069998,20.57,22.57
ENSG00000070010,19.51,21.77
ENSG00000070018,21.65,22.29
ENSG00000070019,32.23,30.39
ENSG00000070031,31.12,31
ENSG00000070047,21.39,22.02
ENSG00000070061,20.95,21.57
ENSG00000070081,19.2,21.14
ENSG00000070087,18.87,17.69
ENSG00000070159,22.18,23.24
ENSG00000070182,23.52,20.36
ENSG00000070190,23.62,27.05
ENSG00000070193,30.3,26.83
ENSG00000070214,19.8,19.54
ENSG00000070269,23.92,23.03
ENSG00000070366,22.54,22.36
ENSG00000070367,20.4,20.66
ENSG00000070371,24.26,25.35
ENSG00000070388,29.23,28.08
ENSG00000070404,21.79,23.94
ENSG00000070413,20.48,20.26
ENSG00000070423,22.53,25.15
ENSG00000070444,21.82,21.72
ENSG00000070476,21.2,21.68
ENSG00000070495,22.04,22.72
ENSG00000070501,21.85,20.74
ENSG00000070526,23.07,25.7
ENSG00000070540,20.88,23.38
ENSG00000070601,30.97,25.06
ENSG00000070610,22.22,21.22
ENSG00000070614,20.92,20.79
ENSG00000070669,20.1,20.41
ENSG00000070718,21.32,20.47
ENSG00000070729,34.67,33.23
ENSG00000070731,22.78,27.82
ENSG00000070748,32.21,29.97
ENSG00000070756,16.05,19.63
ENSG00000070759,24.05,23.67
ENSG00000070761,20.48,21.12
ENSG00000070770,21.66,23.06
ENSG00000070778,24.36,24.26
ENSG00000070785,20.26,21.15
ENSG00000070808,30.75,18.41
ENSG00000070814,22.75,25.13
ENSG00000070831,18.74,19.93
ENSG00000070882,20.96,22.47
ENSG00000070886,27.72,25.79
ENSG00000070915,22.19,31.53
ENSG00000070950,21.8,24.71
ENSG00000070961,20.12,18.9
ENSG00000070985,27.56,33.69
ENSG00000071051,21.91,21.6
ENSG00000071054,18.79,19.17
ENSG00000071073,22.63,20.9
ENSG00000071082,22.84,25.4
ENSG00000071127,19.26,20.68
ENSG00000071189,20.72,20.84
ENSG00000071203,32.12,0
ENSG00000071205,22.95,23.2
ENSG00000071242,23.66,21.13
ENSG00000071243,22.04,21.89
ENSG00000071246,23.62,22.66
ENSG00000071282,22.93,23.12
ENSG00000071462,25.05,27.11
ENSG00000071537,20.59,20.95
ENSG00000071539,21.71,29.49
ENSG00000071553,19.56,18.96
ENSG00000071575,19.39,21.35
ENSG00000071626,20.53,23.17
ENSG00000071677,29.69,34.79
ENSG00000071794,20.7,21.86
ENSG00000071859,20.05,21.03
ENSG00000071889,22.9,23.19
ENSG00000071894,20.32,21.43
ENSG00000071967,20.4,21.45
ENSG00000071991,25.37,23.02
ENSG00000071994,20.25,22.51
ENSG00000072041,23.16,21.7
ENSG00000072042,19.82,20.34
ENSG00000072062,20.21,19.53
ENSG00000072071,21.57,19.54
ENSG00000072080,33.42,40.19
ENSG00000072110,18.85,20.81
ENSG00000072121,21.87,22.22
ENSG00000072133,24.24,22.23
ENSG00000072134,21.5,20.41
ENSG00000072135,21.25,21.98
ENSG00000072163,24.87,23.43
ENSG00000072182,24.4,24.4
ENSG00000072195,26.22,24.07
ENSG00000072201,25.39,29.45
ENSG00000072210,20.68,20.58
ENSG00000072274,17.84,20.86
ENSG00000072310,20.59,21.64
ENSG00000072315,30.47,23.42
ENSG00000072364,20.59,20.56
ENSG00000072401,20.85,21.34
ENSG00000072415,29.37,29.09
ENSG00000072422,22.12,23.36
ENSG00000072501,20.78,22.68
ENSG00000072506,19.49,21.51
ENSG00000072518,20.65,20.75
ENSG00000072571,20.89,27.76
ENSG00000072609,22.19,22.31
ENSG00000072657,25.68,20.5
ENSG00000072682,30.18,22.93
ENSG00000072694,30.13,29.33
ENSG00000072736,20.93,22.1
ENSG00000072756,22.36,24.13
ENSG00000072778,19.64,20.96
ENSG00000072786,22.04,22.02
ENSG00000072803,21.05,19.72
ENSG00000072818,25.13,29.28
ENSG00000072832,23.98,19.84
ENSG00000072840,21.62,24.9
ENSG00000072849,21.19,22.54
ENSG00000072858,25.21,22.6
ENSG00000072864,20.4,22.54
ENSG00000072952,27.13,20.97
ENSG00000072954,23.92,21.93
ENSG00000072958,21.25,21.77
ENSG00000073008,20.97,21.9
ENSG00000073009,22.03,21.98
ENSG00000073050,21.94,0
ENSG00000073060,19.03,21.11
ENSG00000073067,24.6,27.75
ENSG00000073111,19.6,23.77
ENSG00000073146,34.36,26.2
ENSG00000073150,24.45,22.48
ENSG00000073169,23.08,23.63
ENSG00000073282,27.73,29.69
ENSG00000073331,23.66,25.14
ENSG00000073350,21.35,23.96
ENSG00000073417,21.27,21.69
ENSG00000073464,25.23,20.24
ENSG00000073536,21.81,23.89
ENSG00000073598,31.61,31.43
ENSG00000073605,23.74,25.07
ENSG00000073614,20.24,21.13
ENSG00000073670,32.37,22.01
ENSG00000073711,22.78,22.94
ENSG00000073712,23.75,24.33
ENSG00000073734,31.22,33.05
ENSG00000073737,26.95,26.96
ENSG00000073754,29.45,31.64
ENSG00000073756,21.64,24.2
ENSG00000073792,20.8,26.01
ENSG00000073803,24.3,22.2
ENSG00000073849,21.01,22.23
ENSG00000073861,30.49,29.73
ENSG00000073910,24.92,20.35
ENSG00000073921,18.82,19.4
ENSG00000074054,20.49,20.23
ENSG00000074071,19.49,21.11
ENSG00000074181,21.92,22.48
ENSG00000074201,18.35,20.36
ENSG00000074211,24.88,18.99
ENSG00000074219,22.16,25.89
ENSG00000074266,21.16,22.43
ENSG00000074276,25.89,28.77
ENSG00000074317,25.53,18.51
ENSG00000074319,20.1,20.87
ENSG00000074356,21.12,21.74
ENSG00000074370,21.38,22.67
ENSG00000074410,21.49,23.81
ENSG00000074416,21.53,19.8
ENSG00000074527,20.77,22.43
ENSG00000074582,21.95,23.21
ENSG00000074590,24.21,21.28
ENSG00000074603,21.03,20.58
ENSG00000074621,23.04,25.79
ENSG00000074657,26.63,27.2
ENSG00000074660,26.3,24.18
ENSG00000074695,19.3,21.31
ENSG00000074696,18.55,19.21
ENSG00000074706,29.57,21.4
ENSG00000074755,21.95,21.9
ENSG00000074771,32.09,31.25
ENSG00000074800,15.38,18.38
ENSG00000074803,32.04,25.98
ENSG00000074842,19.05,21.45
ENSG00000074855,22.92,22.24
ENSG00000074935,21.63,21.33
ENSG00000074964,22.59,21.24
ENSG00000074966,28.3,28.76
ENSG00000075035,28.93,21.12
ENSG00000075043,25.7,21.93
ENSG00000075073,29.5,26.83
ENSG00000075089,21.61,21.69
ENSG00000075131,21.94,24.22
ENSG00000075142,21.35,20.81
ENSG00000075151,20.74,20.28
ENSG00000075188,20.16,23.85
ENSG00000075213,23.13,26.54
ENSG00000075218,20.22,27.7
ENSG00000075223,19.04,21.72
ENSG00000075234,21.68,23.56
ENSG00000075239,19.66,21.02
ENSG00000075240,22.21,22.48
ENSG00000075275,22.28,29.16
ENSG00000075290,0,0
ENSG00000075292,20.17,20.26
ENSG00000075303,21.92,21.25
ENSG00000075336,24.64,25.08
ENSG00000075340,22.28,20.1
ENSG00000075388,28.34,37.11
ENSG00000075391,22.62,21.41
ENSG00000075399,23.43,0
ENSG00000075407,22.06,22.14
ENSG00000075413,20.57,20.77
ENSG00000075415,17.37,18.45
ENSG00000075420,19.75,21.5
ENSG00000075426,20.62,21.48
ENSG00000075429,29.14,24.03
ENSG00000075461,22.37,23.75
ENSG00000075539,21.3,21.06
ENSG00000075568,28.45,25.48
ENSG00000075618,19.01,20.12
ENSG00000075643,24.97,31.23
ENSG00000075651,22.19,22.46
ENSG00000075673,29.74,28.58
ENSG00000075702,22.83,28.28
ENSG00000075711,20.5,20.19
ENSG00000075785,25.19,25.32
ENSG00000075790,19.74,19.8
ENSG00000075856,21.09,22.02
ENSG00000075884,22.55,25.9
ENSG00000075886,34.76,34.79
ENSG00000075914,20.26,21.54
ENSG00000075945,22.26,20.43
ENSG00000075975,21.41,21.67
ENSG00000076003,19.37,22.31
ENSG00000076043,19.77,22.09
ENSG00000076053,20.88,22.11
ENSG00000076067,22.07,23.34
ENSG00000076108,20.59,21.78
ENSG00000076201,21.07,21.97
ENSG00000076242,21.62,22.86
ENSG00000076248,20.81,23.16
ENSG00000076258,25.31,26.15
ENSG00000076321,21.86,22.1
ENSG00000076344,24.91,21.56
ENSG00000076351,28.39,28.41
ENSG00000076356,23.85,21.17
ENSG00000076382,20.32,24.94
ENSG00000076513,20.93,22.65
ENSG00000076554,19.39,19.04
ENSG00000076555,23.32,22.53
ENSG00000076604,20.52,23.15
ENSG00000076641,23.52,21.53
ENSG00000076650,23.39,23.31
ENSG00000076662,21.53,27.41
ENSG00000076685,21.55,22.12
ENSG00000076706,21.61,21.92
ENSG00000076716,22.81,23.65
ENSG00000076770,20.11,25.24
ENSG00000076826,22.85,21.81
ENSG00000076864,22.24,19.78
ENSG00000076924,21.57,22.01
ENSG00000076928,21.57,23.09
ENSG00000076944,22.08,25.94
ENSG00000077044,21.52,21.03
ENSG00000077063,22.49,21.16
ENSG00000077080,34.6,20.89
ENSG00000077092,27.64,26.49
ENSG00000077097,19.77,20.04
ENSG00000077147,19.93,20.18
ENSG00000077150,21.9,25.19
ENSG00000077152,19.8,23.33
ENSG00000077157,23.45,21.48
ENSG00000077232,19.18,20.65
ENSG00000077235,21.1,21.63
ENSG00000077238,22.04,23.7
ENSG00000077254,21.04,20.52
ENSG00000077264,30,23.39
ENSG00000077274,26.84,34.66
ENSG00000077279,30.42,26.04
ENSG00000077312,19.41,21.83
ENSG00000077327,32.62,27.75
ENSG00000077348,21.52,22.85
ENSG00000077380,20.4,20.42
ENSG00000077420,22.14,23.29
ENSG00000077454,22.37,23.32
ENSG00000077458,22.15,23.31
ENSG00000077463,22.96,23.62
ENSG00000077498,19.53,34.23
ENSG00000077514,20.68,23.01
ENSG00000077616,23.82,22.88
ENSG00000077684,21.21,21.65
ENSG00000077713,21.74,24.47
ENSG00000077721,20.28,21.73
ENSG00000077782,19.7,20.16
ENSG00000077800,0,0
ENSG00000077809,18.28,19.07
ENSG00000077935,28.11,31.64
ENSG00000077942,22.32,23.87
ENSG00000077943,27.24,24.44
ENSG00000077984,27.26,28.6
ENSG00000078018,25.41,17.83
ENSG00000078043,22.76,23.45
ENSG00000078053,27.18,20.48
ENSG00000078061,20.78,22.52
ENSG00000078070,21.4,21.76
ENSG00000078081,25.44,28.29
ENSG00000078098,23.44,25.46
ENSG00000078114,23.72,20.11
ENSG00000078124,22.78,22.7
ENSG00000078140,18.86,19.25
ENSG00000078142,22.03,21.64
ENSG00000078177,21.27,23.25
ENSG00000078237,21.64,22.31
ENSG00000078246,21.18,22.25
ENSG00000078269,21.89,21.72
ENSG00000078295,25.47,20.32
ENSG00000078304,22.03,21.25
ENSG00000078328,27.65,19.46
ENSG00000078369,18.32,18.09
ENSG00000078399,28.29,36.35
ENSG00000078401,25.31,23.88
ENSG00000078403,21.61,21.93
ENSG00000078487,25.71,25.39
ENSG00000078549,27.61,20.73
ENSG00000078579,31.76,26.38
ENSG00000078589,26.53,32.86
ENSG00000078596,20.34,21.32
ENSG00000078618,19.48,20.62
ENSG00000078668,31.07,18.97
ENSG00000078674,19.85,19.8
ENSG00000078687,22.07,20.49
ENSG00000078699,21.21,21.17
ENSG00000078747,19.75,20.05
ENSG00000078795,33.41,31.67
ENSG00000078804,20.6,18.93
ENSG00000078808,19.1,20.24
ENSG00000078814,24.63,23.16
ENSG00000078898,21.35,33.56
ENSG00000078900,24.52,25.24
ENSG00000078902,21.29,18.99
ENSG00000078967,21.96,21.78
ENSG00000079101,26.77,24.54
ENSG00000079102,27.9,21.15
ENSG00000079112,33.97,38.92
ENSG00000079134,21.27,22.6
ENSG00000079150,22.71,25.65
ENSG00000079215,22.77,17.52
ENSG00000079246,17.51,18.72
ENSG00000079257,22.04,25.6
ENSG00000079263,25.17,25.57
ENSG00000079277,21.75,22.05
ENSG00000079308,21.95,21.05
ENSG00000079313,23.04,23.01
ENSG00000079332,19.6,20.08
ENSG00000079335,22.88,24.5
ENSG00000079337,25.22,22.62
ENSG00000079385,22.17,26.32
ENSG00000079387,22.31,44.21
ENSG00000079393,24.85,30.58
ENSG00000079432,22.28,21.65
ENSG00000079435,25.29,21.82
ENSG00000079459,18.22,19.5
ENSG00000079462,27.13,27.15
ENSG00000079482,24.95,23.44
ENSG00000079557,31.05,41.03
ENSG00000079616,32.13,41.63
ENSG00000079689,29.1,22.35
ENSG00000079691,21.09,21.34
ENSG00000079739,20.64,21.92
ENSG00000079785,18.67,19.08
ENSG00000079805,19.5,21.01
ENSG00000079819,20.85,20.19
ENSG00000079841,30.51,21.48
ENSG00000079931,22.74,24.79
ENSG00000079950,21.11,20.24
ENSG00000079974,23.03,23.4
ENSG00000079999,20.95,21.23
ENSG00000080007,26.4,28.83
ENSG00000080031,30.51,33.45
ENSG00000080166,17.74,29.85
ENSG00000080189,20.48,22.28
ENSG00000080200,23.07,23.6
ENSG00000080224,24.99,21.07
ENSG00000080293,28.75,29.34
ENSG00000080298,22.07,20.57
ENSG00000080345,19.82,20.54
ENSG00000080371,21.97,21.69
ENSG00000080493,25.3,21.14
ENSG00000080503,21.18,19.45
ENSG00000080511,0,0
ENSG00000080546,22.27,20.45
ENSG00000080561,24.26,22.47
ENSG00000080573,27.69,26.01
ENSG00000080603,20.26,20.93
ENSG00000080608,20,22.11
ENSG00000080618,22.88,34.72
ENSG00000080644,27.09,24.24
ENSG00000080709,25.91,22.66
ENSG00000080802,21.56,21.64
ENSG00000080815,21.02,20.13
ENSG00000080819,21.59,22.08
ENSG00000080822,22.42,19.22
ENSG00000080823,25.11,25.45
ENSG00000080824,17.07,17.88
ENSG00000080839,21.09,23.56
ENSG00000080845,19.25,19.82
ENSG00000080854,22.98,21.57
ENSG00000080910,33.21,39.1
ENSG00000080986,20.14,30.84
ENSG00000081014,22.7,24.11
ENSG00000081019,21.77,21.57
ENSG00000081026,22.64,21.61
ENSG00000081041,25.12,26.4
ENSG00000081051,18.21,30.79
ENSG00000081052,26.07,26.23
ENSG00000081059,25.09,27.07
ENSG00000081087,19.08,20.87
ENSG00000081138,25.27,22.37
ENSG00000081148,28.07,24.77
ENSG00000081154,19.21,19.9
ENSG00000081177,22.34,21.47
ENSG00000081181,21.74,22.49
ENSG00000081189,21.87,18.37
ENSG00000081237,22.88,24.15
ENSG00000081248,31.97,31
ENSG00000081277,25.31,26.96
ENSG00000081307,20.36,20.55
ENSG00000081320,22.52,23.57
ENSG00000081377,21.55,20.54
ENSG00000081386,23.1,22.63
ENSG00000081479,26.78,22.54
ENSG00000081665,21.67,21.72
ENSG00000081692,21.93,22.45
ENSG00000081721,20.62,22.78
ENSG00000081760,22.96,22.76
ENSG00000081791,20.77,21.03
ENSG00000081800,42.25,32.14
ENSG00000081803,22.39,19.28
ENSG00000081818,25.68,22.76
ENSG00000081842,31.59,26.45
ENSG00000081853,26.85,24.8
ENSG00000081870,23.8,26.35
ENSG00000081913,22.17,21.02
ENSG00000081923,22.43,25.13
ENSG00000081985,28.38,25.32
ENSG00000082014,21.99,20.61
ENSG00000082068,22.87,24.7
ENSG00000082074,22.93,24.37
ENSG00000082126,26.01,26.22
ENSG00000082146,21.27,22.02
ENSG00000082153,17.79,20.05
ENSG00000082175,24.17,26.24
ENSG00000082196,23.01,22.77
ENSG00000082213,23.72,24.32
ENSG00000082258,20.6,20.75
ENSG00000082269,21.57,20.3
ENSG00000082293,26.82,22.7
ENSG00000082397,21.21,19.16
ENSG00000082438,24.88,26.21
ENSG00000082458,22.22,21.22
ENSG00000082482,23.9,23.53
ENSG00000082497,23.58,0
ENSG00000082512,23.19,25.63
ENSG00000082515,26.86,25.1
ENSG00000082516,23.11,24.35
ENSG00000082556,27.77,23.77
ENSG00000082641,19.31,19.67
ENSG00000082684,31.83,31.17
ENSG00000082701,19.55,19.98
ENSG00000082781,19.64,21.92
ENSG00000082805,20.27,19.27
ENSG00000082898,17.99,19.26
ENSG00000082929,28.53,34.04
ENSG00000082996,22.49,21.11
ENSG00000083067,27.06,21.2
ENSG00000083093,21.65,23.18
ENSG00000083097,23.29,21.29
ENSG00000083099,20.99,21.61
ENSG00000083123,21.67,22.14
ENSG00000083168,21.02,20.71
ENSG00000083223,22.47,23.14
ENSG00000083290,24.61,22.39
ENSG00000083307,23.21,31.67
ENSG00000083312,19.78,21.23
ENSG00000083444,18.34,22.1
ENSG00000083454,22.39,23.53
ENSG00000083457,21.51,22.49
ENSG00000083520,20.37,21.29
ENSG00000083535,23.41,23.84
ENSG00000083544,21.03,20.58
ENSG00000083635,27.3,25.72
ENSG00000083642,20.51,19.58
ENSG00000083720,20.75,20.17
ENSG00000083750,22.45,21.79
ENSG00000083782,31.06,43.07
ENSG00000083799,22.21,20.76
ENSG00000083807,28.63,33.01
ENSG00000083812,22.27,22.01
ENSG00000083814,25.19,23.68
ENSG00000083817,23.84,23.83
ENSG00000083828,24.19,23.89
ENSG00000083838,24.43,24.33
ENSG00000083845,15.75,18.68
ENSG00000083857,19.53,21.62
ENSG00000083896,32.18,32.95
ENSG00000083937,21.38,21.44
ENSG00000084070,21.14,20.73
ENSG00000084072,20.36,21.18
ENSG00000084073,21.38,21.95
ENSG00000084090,18.93,19.44
ENSG00000084092,22.03,23.18
ENSG00000084093,20.86,23.29
ENSG00000084110,24,31.31
ENSG00000084112,21.47,21.86
ENSG00000084207,17.61,19.42
ENSG00000084234,18.3,18.17
ENSG00000084444,22.26,20.15
ENSG00000084453,24.25,21.36
ENSG00000084463,21.35,22.23
ENSG00000084623,17.86,20.2
ENSG00000084628,23.36,22.33
ENSG00000084636,23.13,23.51
ENSG00000084652,20.28,22.1
ENSG00000084674,17.86,29.05
ENSG00000084676,21.95,19.82
ENSG00000084693,21.46,23.5
ENSG00000084710,23.9,20.78
ENSG00000084731,22.55,19.46
ENSG00000084733,18.78,19.12
ENSG00000084734,25.31,27.26
ENSG00000084754,19.22,20.75
ENSG00000084764,22.45,19.35
ENSG00000084774,20.32,23.21
ENSG00000085063,18.81,18.94
ENSG00000085117,22.5,22.83
ENSG00000085185,22.99,23.33
ENSG00000085224,20.02,20.22
ENSG00000085231,19.52,20.66
ENSG00000085265,34.94,28.31
ENSG00000085274,22.66,22.75
ENSG00000085276,24.62,25.22
ENSG00000085377,20.64,21.33
ENSG00000085382,21.93,21.37
ENSG00000085415,20.05,20.97
ENSG00000085433,23.96,20.85
ENSG00000085449,20.14,21.41
ENSG00000085465,25.7,24.42
ENSG00000085491,20.04,23.55
ENSG00000085511,21.72,21.85
ENSG00000085514,26.65,23.42
ENSG00000085552,25.18,30.87
ENSG00000085563,24.94,23.13
ENSG00000085644,22.11,21.68
ENSG00000085662,19.75,20.56
ENSG00000085719,19.62,21.93
ENSG00000085721,21.04,21.72
ENSG00000085733,19.21,20.23
ENSG00000085741,27.17,27.29
ENSG00000085760,21.1,22.68
ENSG00000085788,21.23,20.49
ENSG00000085831,23.85,24.46
ENSG00000085832,20.27,18.99
ENSG00000085840,21.29,28.24
ENSG00000085871,20.94,22.91
ENSG00000085872,21.08,22.15
ENSG00000085978,22.18,22.14
ENSG00000085982,22.51,23.44
ENSG00000085998,22.24,22.96
ENSG00000085999,21.18,24.01
ENSG00000086015,20.82,21.4
ENSG00000086061,18.16,18.44
ENSG00000086062,19.92,23.86
ENSG00000086065,19.93,20.04
ENSG00000086102,23.89,24.53
ENSG00000086159,29.14,31.61
